36.49.78.137 - - [21/Dec/2016:14:13:02 +0800] "GET /getID?type=local&key=2BF6639D041E75DF679AC7E3256C8C1AA185D7FE&duration=15720&subkey=57951892&md5=4d814064076c365aba5d5bb86e92e0dc HTTP/1.1" 200 80 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; BRI/2)"
175.165.83.243 - - [21/Dec/2016:14:13:02 +0800] "GET /getID?type=local&key=C4831AD1A98ACAFD0EBEBD57944EA4AA965063DE&duration=1393845&subkey=50016294&md5=0e2fbb2b72981d320b1a85a068154549 HTTP/1.1" 200 80 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET4.0C; .NET4.0E)"
27.42.52.96 - - [21/Dec/2016:14:13:02 +0800] "GET /info?type=local&key=E687733AB136D35A25DA2D7109DA3C82AE67EB0F&subkey=1858996089&duration=3659307&md5=9c2aa540cd73b25acfd17f68ca15c950 HTTP/1.1" 200 20 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
182.128.11.113 - - [21/Dec/2016:14:13:02 +0800] "GET /getID?type=local&key=470437BE4BCFD4DA27B388F43B960689C9577235&duration=10673237&subkey=1641334168&md5=40b79d87c79c6d6eb04de526fae11c43 HTTP/1.1" 200 82 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)"
36.49.78.137 - - [21/Dec/2016:14:13:02 +0800] "GET /info?type=local&key=2BF6639D041E75DF679AC7E3256C8C1AA185D7FE&subkey=57951892&duration=15720&md5=b8af5dff182cb65c80b9e93d0ba06a9d HTTP/1.1" 200 20 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; BRI/2)"
180.172.59.195 - - [21/Dec/2016:14:13:02 +0800] "GET /info?type=local&key=955B706C9973FB51BEF6EDFE79503AE103BC2BD9&subkey=721878758&duration=4340232&md5=82cc609b8c6dc3a92c7fe37fd121d81f HTTP/1.1" 200 20 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
175.165.83.243 - - [21/Dec/2016:14:13:02 +0800] "GET /info?type=local&key=C4831AD1A98ACAFD0EBEBD57944EA4AA965063DE&subkey=50016294&duration=1393845&md5=4f7aa30dc963cc4c433c219cfea7e523 HTTP/1.1" 200 20 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET4.0C; .NET4.0E)"
119.128.123.149 - - [21/Dec/2016:14:13:02 +0800] "GET /getID?type=local&key=1A22E5CEBB45BFB2707C707DB3CA36592DB6F46C&duration=188290&subkey=18615654&md5=74bb640985d12838b4daab14b98f15a1 HTTP/1.1" 200 80 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SMT Player 3.9.2.112; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
183.11.117.147 - - [21/Dec/2016:14:13:02 +0800] "GET /getID?type=local&key=D3D77CA263B27157EC6FF4AF0F0431B1A24A715D&duration=1422380&subkey=1399749052&md5=4befb11c120e629732aed13c5b1b5b97 HTTP/1.1" 200 82 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
60.172.92.222 - - [21/Dec/2016:14:13:02 +0800] "GET /getID?type=local&key=CFFAA35760E263F3060F9B97D61F1474309D19C1&duration=9998186&subkey=786635521&md5=385d649c73cf981137b8b76e7dc9f3c9 HTTP/1.1" 200 81 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
